chr	start	end	TSAR
chr2	44553844	44554088	TSAR.4484
chr2	44661902	44662921	TSAR.3241
chr2	44971294	44971636	TSAR.3534
chr2	44999719	45001189	TSAR.0609
chr2	45017235	45017787	TSAR.1000
chr2	45236508	45236738	TSAR.3305
chr2	45558605	45558846	TSAR.3126
chr2	45564683	45565069	TSAR.2239
chr2	45580457	45580730	TSAR.3978
chr2	45682945	45683268	TSAR.3881
chr2	45826814	45827022	TSAR.3603
chr2	47600944	47601230	TSAR.4305
chr2	47635533	47635711	TSAR.1353
chr2	47702161	47702416	TSAR.0274
chr2	47705388	47705663	TSAR.0568
chr2	48025766	48028299	TSAR.0073
chr2	48030552	48030828	TSAR.1020
chr2	48037423	48037650	TSAR.1019
chr2	48050275	48050546	TSAR.2812
chr2	48914820	48916187	TSAR.0063
chr2	48957861	48958469	TSAR.4736
chr2	50458543	50458813	TSAR.1310
chr2	50574044	50574819	TSAR.1167
chr2	50979404	50979924	TSAR.3044
chr2	53690796	53691169	TSAR.4315
chr2	53927397	53927673	TSAR.1567
chr2	54001261	54001687	TSAR.1116
chr2	54080408	54081825	TSAR.0349
chr2	54091903	54092857	TSAR.1625
chr2	54158965	54159254	TSAR.2686
chr2	54888452	54889295	TSAR.0768
chr2	54890383	54891832	TSAR.4681
chr2	54895841	54896814	TSAR.1976
chr2	56569913	56570234	TSAR.3228
chr2	58121875	58122088	TSAR.4192
chr2	58282956	58283731	TSAR.1954
chr2	58767870	58768748	TSAR.0442
chr2	58844156	58844897	TSAR.2104
chr2	58907976	58908393	TSAR.3934
chr2	59111857	59112537	TSAR.1712
chr2	59521990	59522581	TSAR.3518
chr2	59522756	59523288	TSAR.1458
chr2	59732253	59733415	TSAR.1053
chr2	59886408	59886832	TSAR.1299
chr2	60030897	60031413	TSAR.3146
chr2	60131183	60132123	TSAR.1886
chr2	60151352	60152368	TSAR.0828
chr2	60205709	60205912	TSAR.2912
chr2	60212527	60213054	TSAR.1273
chr2	60319064	60319145	TSAR.3506
chr2	60352539	60353594	TSAR.3422
chr2	60516311	60517123	TSAR.1834
chr2	60610093	60610865	TSAR.0633
chr2	60776457	60776744	TSAR.2823
chr2	60797370	60797724	TSAR.4325
chr2	60797870	60799361	TSAR.1773
chr2	61258485	61259254	TSAR.3484
chr2	61389654	61389827	TSAR.1382
chr2	61441187	61441979	TSAR.0958
chr2	61538667	61539104	TSAR.3349
chr2	61726819	61727038	TSAR.4435
chr2	61764920	61765297	TSAR.2800
chr2	63199581	63200570	TSAR.1963
chr2	63625720	63626205	TSAR.2368
chr2	64685403	64686004	TSAR.1084
chr2	65313906	65314610	TSAR.3164
chr2	65864822	65865748	TSAR.2879
chr2	66025620	66026307	TSAR.0463
chr2	66226501	66227349	TSAR.2352
chr2	66295121	66296014	TSAR.3711
chr2	66397947	66399006	TSAR.2448
chr2	66588677	66589440	TSAR.4337
chr2	66738993	66739579	TSAR.2467
chr2	66892668	66893121	TSAR.2404
chr2	67009265	67009835	TSAR.0648
chr2	67069100	67069935	TSAR.1676
chr2	67188742	67189010	TSAR.2767
chr2	67282798	67283264	TSAR.0762
chr2	67302403	67303415	TSAR.3057
chr2	67508241	67508728	TSAR.2793
chr2	67868541	67868760	TSAR.4584
chr2	67904306	67904600	TSAR.1621
chr2	67916025	67916470	TSAR.4243
chr2	68119214	68119965	TSAR.2913
chr2	69040401	69040566	TSAR.1804
chr2	69092609	69093158	TSAR.2528
chr2	69093181	69093710	TSAR.0597
chr2	69701534	69703162	TSAR.0093
chr2	70166289	70166932	TSAR.0816
chr2	70392192	70392345	TSAR.4574
chr2	70438354	70439988	TSAR.1044
chr2	72409781	72410093	TSAR.4750
chr2	72411196	72411359	TSAR.3925
chr2	72431538	72432088	TSAR.2639
chr2	72766360	72766789	TSAR.2484
chr2	72949627	72950126	TSAR.4289
chr2	73174868	73175741	TSAR.1371
chr2	73495832	73496221	TSAR.0367
chr2	74445799	74445922	TSAR.3112
chr2	80529057	80531734	TSAR.0033
chr2	85039448	85039661	TSAR.4273
chr2	88684345	88684790	TSAR.4107
chr2	96959049	96959249	TSAR.3891
chr2	97426792	97428146	TSAR.0135
chr2	97494300	97494471	TSAR.3734
chr2	97529660	97529890	TSAR.3596
chr2	99226216	99226510	TSAR.2125
chr2	99294761	99294946	TSAR.1135
chr2	100106024	100106081	TSAR.4491
chr2	100163647	100164645	TSAR.2619
chr2	103431166	103431426	TSAR.4012
chr2	103489143	103489669	TSAR.1696
chr2	104637097	104637840	TSAR.4258
chr2	104988837	104989936	TSAR.3520
chr2	105065312	105066017	TSAR.3764
chr2	105263638	105264087	TSAR.1173
chr2	108910165	108910277	TSAR.4048
chr2	113088565	113090145	TSAR.0269
chr2	113090564	113091213	TSAR.2544
chr2	119304710	119305339	TSAR.1257
chr2	119428363	119428909	TSAR.3178
chr2	121199568	121199957	TSAR.2374
chr2	128238362	128238780	TSAR.1119
chr2	128621188	128623574	TSAR.0573
chr2	133618234	133618736	TSAR.0302
chr2	133887546	133887685	TSAR.0882
chr2	134274681	134275288	TSAR.0507
chr2	135102496	135102648	TSAR.1480
chr2	135107368	135107516	TSAR.2395
chr2	135119825	135119988	TSAR.2829
chr2	135169879	135170112	TSAR.4213
chr2	135206201	135206419	TSAR.0975
chr2	135655903	135656029	TSAR.2101
chr2	135738383	135739157	TSAR.0772
chr2	135893107	135893507	TSAR.3935
chr2	135957913	135958023	TSAR.3546
chr2	135964992	135965384	TSAR.0425
chr2	136033198	136033339	TSAR.0499
chr2	136373632	136374376	TSAR.0810
chr2	136481462	136482309	TSAR.0852
chr2	136513038	136513271	TSAR.2975
chr2	136529948	136530126	TSAR.2315
chr2	136545944	136546122	TSAR.4044
chr2	136566005	136567302	TSAR.2183
chr2	136569874	136570529	TSAR.1741
chr2	136615460	136615585	TSAR.2527
chr2	136626159	136626446	TSAR.2842
chr2	136664455	136664807	TSAR.3122
chr2	136673789	136674039	TSAR.2874
chr2	136872286	136873470	TSAR.3897
chr2	137813971	137814185	TSAR.2249
chr2	137814221	137814806	TSAR.0144
chr2	138163180	138163380	TSAR.3069
chr2	138208402	138208611	TSAR.1972
chr2	138414360	138414548	TSAR.2174
chr2	138759507	138759767	TSAR.3912
chr2	138771342	138771700	TSAR.0659
chr2	138798063	138798681	TSAR.2251
chr2	138972752	138973108	TSAR.0532
chr2	139322260	139322768	TSAR.3778
chr2	139428488	139429257	TSAR.0276
chr2	139924536	139925252	TSAR.0402
chr2	140548759	140549408	TSAR.3238
chr2	141031986	141032179	TSAR.4391
chr2	141113540	141114104	TSAR.3814
chr2	141457811	141458194	TSAR.3444
chr2	141773821	141774348	TSAR.3633
chr2	141819578	141820124	TSAR.3516
chr2	143682387	143682909	TSAR.3061
chr2	143742608	143742758	TSAR.2181
chr2	143949489	143950572	TSAR.0126
chr2	144069647	144070721	TSAR.2330
chr2	144082189	144083111	TSAR.1846
chr2	144113656	144115123	TSAR.3806
chr2	144138762	144139305	TSAR.2050
chr2	144192879	144193080	TSAR.3810
chr2	144276592	144278353	TSAR.0175
chr2	144359420	144359931	TSAR.0855
chr2	144382544	144383021	TSAR.0953
chr2	144407093	144407354	TSAR.4753
chr2	144436769	144437210	TSAR.0692
chr2	144598257	144600036	TSAR.2020
chr2	144692044	144693211	TSAR.1964
chr2	144755664	144756059	TSAR.3811
chr2	144827410	144828217	TSAR.0572
chr2	144828364	144828668	TSAR.3565
chr2	144915715	144916249	TSAR.3695
chr2	144966165	144966374	TSAR.0942
chr2	145155858	145157864	TSAR.1936
chr2	145201721	145202831	TSAR.3015
chr2	145252909	145253114	TSAR.2540
chr2	145258814	145259169	TSAR.2743
chr2	145275079	145276676	TSAR.3163
chr2	145311376	145312950	TSAR.1868
chr2	145373291	145374169	TSAR.2037
chr2	145436458	145436780	TSAR.4643
chr2	145440376	145441145	TSAR.0693
chr2	145552560	145552885	TSAR.4555
chr2	145631615	145631671	TSAR.3640
chr2	145632858	145633385	TSAR.1937
chr2	145764612	145765518	TSAR.0747
chr2	145904073	145904261	TSAR.4185
chr2	146036886	146037950	TSAR.3436
chr2	146109152	146109835	TSAR.4530
chr2	146222612	146222842	TSAR.1092
chr2	146358931	146359469	TSAR.1527
chr2	146965562	146966051	TSAR.4349
chr2	146971880	146972566	TSAR.4463
chr2	147133975	147135255	TSAR.0860
chr2	147172379	147173973	TSAR.0567
chr2	147188749	147189152	TSAR.2254
chr2	147289186	147290629	TSAR.0931
chr2	147324105	147325162	TSAR.1616
chr2	147439267	147440132	TSAR.0764
chr2	147754042	147755019	TSAR.2508
chr2	147808898	147809907	TSAR.0368
chr2	148231790	148232355	TSAR.3269
chr2	148269178	148269685	TSAR.3180
chr2	148452807	148453295	TSAR.3928
chr2	148672742	148672915	TSAR.0844
chr2	148674817	148675001	TSAR.1714
chr2	148676007	148676185	TSAR.2470
chr2	149246920	149248416	TSAR.1749
chr2	151285700	151286385	TSAR.1573
chr2	151343171	151343300	TSAR.3331
chr2	152222562	152222777	TSAR.0976
chr2	152362671	152362800	TSAR.1985
chr2	152684635	152685026	TSAR.0821
chr2	152989907	152990067	TSAR.2069
chr2	153497302	153497432	TSAR.4008
chr2	155099191	155099423	TSAR.2417
chr2	155565758	155566361	TSAR.3522
chr2	155711193	155711914	TSAR.0048
chr2	157183224	157183875	TSAR.3399
chr2	157368368	157368883	TSAR.0603
chr2	157378400	157378748	TSAR.4514
chr2	157405923	157406289	TSAR.4307
chr2	157436183	157436314	TSAR.1785
chr2	157607406	157607772	TSAR.3956
chr2	157751176	157751532	TSAR.0791
chr2	158397587	158397751	TSAR.3580
chr2	158399212	158399387	TSAR.3482
chr2	158443603	158443936	TSAR.1657
chr2	158622418	158622712	TSAR.2965
chr2	160738625	160738898	TSAR.4621
chr2	162265275	162265421	TSAR.2364
chr2	162859226	162859800	TSAR.3036
chr2	162865065	162865360	TSAR.4167
chr2	162894775	162894938	TSAR.2889
chr2	163066222	163066511	TSAR.3951
chr2	163075865	163076457	TSAR.3358
chr2	163277465	163278500	TSAR.1436
chr2	164464549	164464736	TSAR.1701
chr2	164482004	164482063	TSAR.2941
chr2	164625568	164626136	TSAR.2660
chr2	164843845	164844972	TSAR.4721
chr2	165331771	165332181	TSAR.3561
chr2	165976095	165977222	TSAR.3387
chr2	166767815	166768034	TSAR.2846
chr2	166984258	166984430	TSAR.3468
chr2	167128903	167129388	TSAR.3505
chr2	167289130	167289283	TSAR.4392
chr2	167328819	167328958	TSAR.2887
chr2	169869773	169870103	TSAR.3078
chr2	170097446	170097890	TSAR.2877
chr2	170506827	170507058	TSAR.2757
chr2	171292709	171293154	TSAR.1450
chr2	171447614	171448001	TSAR.1331
chr2	173724448	173725285	TSAR.4154
chr2	173894720	173895174	TSAR.3208
chr2	173898273	173899120	TSAR.2682
chr2	174001841	174001907	TSAR.2298
chr2	174353200	174353411	TSAR.3538
chr2	174969505	174970358	TSAR.1935
chr2	176143013	176143540	TSAR.3486
chr2	176424585	176425880	TSAR.2229
chr2	176484108	176485029	TSAR.0220
chr2	177017318	177018340	TSAR.2081
chr2	177053519	177053687	TSAR.2227
chr2	177255426	177256082	TSAR.1457
chr2	177677635	177678019	TSAR.2485
chr2	178095038	178096077	TSAR.3586
chr2	178096141	178096751	TSAR.3437
chr2	178404829	178405192	TSAR.2421
chr2	178936233	178936947	TSAR.0506
chr2	179412123	179414202	TSAR.1902
chr2	179424020	179441146	TSAR.0324
chr2	179453219	179456270	TSAR.0512
chr2	179616143	179617618	TSAR.3655
chr2	179701479	179702174	TSAR.1029
chr2	181065968	181066455	TSAR.3717
chr2	182039407	182039998	TSAR.0401
chr2	182542304	182543359	TSAR.0438
chr2	183593288	183593397	TSAR.1521
chr2	183943627	183943894	TSAR.0232
chr2	187368681	187369024	TSAR.2162
chr2	187373224	187374090	TSAR.3062
chr2	187629782	187630307	TSAR.2052
chr2	189848424	189848801	TSAR.4683
chr2	189874884	189875098	TSAR.4425
chr2	190426492	190426917	TSAR.0851
chr2	190428469	190428961	TSAR.2334
chr2	190530764	190531594	TSAR.1663
chr2	190535147	190535419	TSAR.2015
chr2	190541171	190541832	TSAR.2422
chr2	190554192	190554700	TSAR.1124
chr2	190560847	190561101	TSAR.3319
chr2	190569746	190570054	TSAR.2098
chr2	190619885	190620295	TSAR.0696
chr2	190660486	190660694	TSAR.2963
chr2	190920361	190922382	TSAR.0301
chr2	191224715	191225054	TSAR.0490
chr2	192543687	192543864	TSAR.2313
chr2	193059055	193059338	TSAR.1556
chr2	196749260	196749556	TSAR.1442
chr2	196824973	196825675	TSAR.3235
chr2	196866391	196866700	TSAR.2883
chr2	197641148	197641374	TSAR.1187
chr2	197654602	197654819	TSAR.2792
chr2	198257685	198257918	TSAR.3314
chr2	198265434	198265666	TSAR.1975
chr2	198269991	198270200	TSAR.1718
chr2	198274490	198274748	TSAR.1347
chr2	198327262	198327459	TSAR.2205
chr2	198583989	198584447	TSAR.2569
chr2	198948428	198950962	TSAR.0282
chr2	199011990	199012328	TSAR.2263
chr2	199188447	199189213	TSAR.2716
chr2	199205554	199206067	TSAR.1452
chr2	199267624	199268588	TSAR.0462
chr2	199388297	199388764	TSAR.1692
chr2	199461571	199462162	TSAR.3536
chr2	199515241	199515655	TSAR.3222
chr2	199626225	199627299	TSAR.3557
chr2	200067572	200068006	TSAR.4153
chr2	200180616	200181386	TSAR.4183
chr2	200789696	200790717	TSAR.0097
chr2	201553382	201553475	TSAR.2542
chr2	201626874	201627082	TSAR.2590
chr2	201736011	201736276	TSAR.2706
chr2	201756714	201757136	TSAR.3019
chr2	201768201	201768402	TSAR.0663
chr2	201775625	201775888	TSAR.2971
chr2	201784930	201785178	TSAR.1043
chr2	201844463	201846778	TSAR.0459
chr2	202244050	202244484	TSAR.2766
chr2	202245205	202245943	TSAR.2185
chr2	202250935	202251210	TSAR.1787
chr2	202262863	202263080	TSAR.3626
chr2	202343053	202343330	TSAR.4387
chr2	202357297	202357830	TSAR.0345
chr2	202588041	202588175	TSAR.1413
chr2	202608974	202609195	TSAR.3901
chr2	202625640	202626545	TSAR.0322
chr2	202671212	202671724	TSAR.0985
chr2	202724585	202725347	TSAR.1098
chr2	202737197	202737807	TSAR.0136
chr2	202879227	202879916	TSAR.2675
chr2	202901395	202901762	TSAR.0760
chr2	203071145	203072109	TSAR.2988
chr2	203149049	203149215	TSAR.3865
chr2	203157495	203157652	TSAR.1364
chr2	203162555	203162641	TSAR.4283
chr2	203425288	203425975	TSAR.2308
chr2	203630831	203631361	TSAR.0970
chr2	203972315	203972948	TSAR.0355
chr2	204000392	204000979	TSAR.1949
chr2	204009319	204009637	TSAR.0479
chr2	204013700	204013874	TSAR.1449
chr2	204031842	204032090	TSAR.4610
chr2	204154481	204154656	TSAR.4666
chr2	204253508	204254153	TSAR.4314
chr2	204292587	204292706	TSAR.3127
chr2	204977087	204977546	TSAR.4585
chr2	205128817	205130076	TSAR.3509
chr2	205132972	205133125	TSAR.4467
chr2	205163702	205164130	TSAR.3932
chr2	205367382	205368326	TSAR.0652
chr2	205755545	205755844	TSAR.1581
chr2	205976814	205977564	TSAR.1103
chr2	205979399	205979906	TSAR.1674
chr2	206279618	206279786	TSAR.4252
chr2	206396425	206397182	TSAR.2688
chr2	206450759	206451220	TSAR.3809
chr2	206617110	206617706	TSAR.3601
chr2	206622797	206623542	TSAR.4737
chr2	206641554	206642249	TSAR.4345
chr2	206662285	206662872	TSAR.4162
chr2	206866942	206867632	TSAR.1853
chr2	206867684	206868155	TSAR.4553
chr2	207952190	207952650	TSAR.2441
chr2	208008230	208008724	TSAR.2356
chr2	208120899	208121544	TSAR.4373
chr2	208174951	208175370	TSAR.1252
chr2	208463720	208463984	TSAR.3512
chr2	208464263	208464949	TSAR.2053
chr2	208734520	208734911	TSAR.0566
chr2	208766459	208767087	TSAR.3583
chr2	209179906	209180117	TSAR.2384
chr2	209195236	209195424	TSAR.1433
chr2	209218606	209218891	TSAR.2202
chr2	210557177	210558006	TSAR.1726
chr2	210798543	210798733	TSAR.4348
chr2	210836699	210837294	TSAR.2215
chr2	210849546	210849835	TSAR.1439
chr2	210862344	210862667	TSAR.0808
chr2	211018198	211019407	TSAR.1640
chr2	211426845	211427666	TSAR.2955
chr2	212255545	212255907	TSAR.3240
chr2	212710795	212711531	TSAR.1492
chr2	212946726	212946812	TSAR.3225
chr2	213400596	213400905	TSAR.0171
chr2	214014089	214014812	TSAR.1297
chr2	215274832	215275400	TSAR.1015
chr2	215301212	215301600	TSAR.3491
chr2	220022888	220023089	TSAR.3264
chr2	220043618	220043758	TSAR.4009
chr2	220368794	220368968	TSAR.3117
chr2	220378955	220379107	TSAR.1168
chr2	220702840	220703466	TSAR.3933
chr2	221059755	221060197	TSAR.2370
chr2	221092013	221092922	TSAR.2605
chr2	221237622	221238652	TSAR.0712
chr2	221292371	221292626	TSAR.3397
chr2	221342583	221343127	TSAR.2165
chr2	221704761	221705344	TSAR.4058
chr2	221794937	221795315	TSAR.2336
chr2	222137584	222138005	TSAR.1649
chr2	222155328	222155718	TSAR.2038
chr2	222160312	222161245	TSAR.2568
chr2	222200215	222200476	TSAR.4784
chr2	222282730	222283315	TSAR.1607
chr2	222789616	222790096	TSAR.2593
chr2	227304601	227305202	TSAR.1317
chr2	227922143	227922325	TSAR.2794
chr2	228195312	228195566	TSAR.4792
chr2	228419840	228420261	TSAR.0329
chr2	228881468	228882890	TSAR.1013
chr2	231973225	231974133	TSAR.1980
chr2	234878319	234878454	TSAR.3111
chr2	237490615	237490704	TSAR.1999
chr2	238298965	238299082	TSAR.3253
chr20	3005111	3005281	TSAR.4257
chr20	7676267	7676606	TSAR.0141
chr20	10273715	10274363	TSAR.0209
chr20	14305740	14308207	TSAR.3540
chr20	14713366	14713667	TSAR.1423
chr20	15119717	15120412	TSAR.1362
chr20	20421098	20421731	TSAR.2280
chr20	20913468	20914343	TSAR.2256
chr20	21686181	21686643	TSAR.1982
chr20	22144414	22144873	TSAR.4773
chr20	22147554	22147644	TSAR.4688
chr20	22555783	22556149	TSAR.0620
chr20	30371463	30371731	TSAR.3278
chr20	30381639	30381846	TSAR.2245
chr20	31413720	31413859	TSAR.3157
chr20	32119211	32119752	TSAR.4448
chr20	32273944	32274077	TSAR.2080
chr20	32438746	32438883	TSAR.4579
chr20	33065565	33065823	TSAR.4787
chr20	33068821	33069026	TSAR.4271
chr20	33302551	33303197	TSAR.1307
chr20	33337141	33338445	TSAR.4588
chr20	33440184	33440348	TSAR.1430
chr20	33517195	33517421	TSAR.4326
chr20	33529510	33529647	TSAR.4063
chr20	33565232	33565510	TSAR.3879
chr20	33862020	33863235	TSAR.4308
chr20	33867350	33867924	TSAR.1796
chr20	33876258	33876393	TSAR.0406
chr20	34055097	34055388	TSAR.4534
chr20	34061186	34061396	TSAR.3715
chr20	34328132	34328844	TSAR.2911
chr20	34817849	34818449	TSAR.1055
chr20	35060032	35061121	TSAR.0147
chr20	35155167	35155921	TSAR.4013
chr20	35547759	35547924	TSAR.1540
chr20	35651043	35651233	TSAR.2827
chr20	36255750	36256145	TSAR.3124
chr20	36378216	36378719	TSAR.0896
chr20	36475778	36476377	TSAR.0658
chr20	36492632	36493006	TSAR.2276
chr20	36869875	36870341	TSAR.0786
chr20	37125886	37126260	TSAR.2668
chr20	37153944	37154220	TSAR.3902
chr21	15730030	15730202	TSAR.4794
chr21	16377477	16378141	TSAR.4327
chr21	17960759	17962103	TSAR.2429
chr21	19168890	19169437	TSAR.2954
chr21	19628820	19629140	TSAR.3324
chr21	32638319	32639310	TSAR.0378
chr21	34099075	34099332	TSAR.3515
chr21	34131302	34131726	TSAR.3653
chr21	34925755	34927396	TSAR.0226
chr21	35467069	35470236	TSAR.2295
chr21	36259095	36259530	TSAR.2789
chr21	36969188	36969636	TSAR.3555
chr21	40550368	40550577	TSAR.4487
chr22	20103684	20103992	TSAR.2100
chr22	23482403	23482549	TSAR.4328
chr22	24836691	24837314	TSAR.1066
chr22	27518608	27518894	TSAR.2811
chr22	27713970	27714532	TSAR.0555
chr22	27838103	27838463	TSAR.1865
chr22	27858657	27858843	TSAR.2655
chr22	28194967	28195436	TSAR.0839
chr22	28197917	28198193	TSAR.3840
chr22	28838769	28839735	TSAR.1703
chr22	29684519	29685314	TSAR.0310
chr22	31835854	31836152	TSAR.1584
chr22	31837751	31838138	TSAR.2178
chr22	32479048	32479181	TSAR.0434
chr22	33253977	33254130	TSAR.4332
chr22	33828139	33828268	TSAR.3261
chr22	36139301	36139621	TSAR.3855
chr22	36155042	36155869	TSAR.3002
chr22	37966281	37966432	TSAR.3943
chr22	38220723	38221017	TSAR.0689
chr22	39079755	39079982	TSAR.3738
chr22	39081586	39082422	TSAR.2033
chr22	39174512	39174703	TSAR.2727
chr22	39908187	39908508	TSAR.3323
chr22	40086622	40086962	TSAR.4403
chr22	40575122	40575927	TSAR.3634
chr22	40722555	40723263	TSAR.3121
chr22	41536141	41536266	TSAR.2799
chr22	42310136	42310264	TSAR.2134
chr22	42678791	42679276	TSAR.1844
chr22	42685767	42686100	TSAR.0487
chr22	46372557	46372905	TSAR.2987
chr22	50170675	50170817	TSAR.4546
chr22	50615337	50616615	TSAR.2106
chr3	182515	183050	TSAR.4189
chr3	440671	440835	TSAR.4594
chr3	1270107	1270364	TSAR.4347
chr3	1379180	1379555	TSAR.4001
chr3	2880267	2880745	TSAR.4217
chr3	5376010	5376318	TSAR.4618
chr3	10367619	10367941	TSAR.1508
chr3	10368496	10369359	TSAR.2001
chr3	10369414	10369782	TSAR.1440
chr3	10369839	10370833	TSAR.0842
chr3	10857937	10858037	TSAR.3462
chr3	11080316	11080932	TSAR.4460
chr3	11300673	11301226	TSAR.1348
chr3	11340168	11340334	TSAR.4278
chr3	12226983	12227324	TSAR.3832
chr3	12858815	12859378	TSAR.4297
chr3	13728312	13728605	TSAR.0686
chr3	13827502	13827844	TSAR.0204
chr3	13834673	13835082	TSAR.0252
chr3	13903763	13904089	TSAR.3568
chr3	14509358	14509872	TSAR.3052
chr3	14532808	14532966	TSAR.4230
chr3	14545318	14545639	TSAR.0142
chr3	14724203	14724384	TSAR.3567
chr3	15211500	15212064	TSAR.3689
chr3	17051163	17053654	TSAR.4488
chr3	17877093	17878762	TSAR.3339
chr3	18013080	18013242	TSAR.2762
chr3	18060517	18061018	TSAR.0361
chr3	18127685	18128731	TSAR.3937
chr3	18419643	18420659	TSAR.1324
chr3	18443195	18443534	TSAR.4341
chr3	18918942	18919308	TSAR.2932
chr3	20458996	20459263	TSAR.4119
chr3	21792060	21792724	TSAR.0798
chr3	21800983	21802037	TSAR.1483
chr3	24204458	24204872	TSAR.3508
chr3	24924969	24925490	TSAR.1624
chr3	25096234	25096529	TSAR.2719
chr3	25129676	25130284	TSAR.0586
chr3	25469572	25470571	TSAR.2781
chr3	28843049	28843505	TSAR.2392
chr3	29294648	29294886	TSAR.2744
chr3	31705565	31705728	TSAR.0717
chr3	31725352	31725608	TSAR.1234
chr3	37395805	37396366	TSAR.1553
chr3	37396406	37396530	TSAR.1748
chr3	38126761	38126947	TSAR.1199
chr3	38139205	38139374	TSAR.4759
chr3	38153698	38153857	TSAR.2284
chr3	38161929	38162021	TSAR.4005
chr3	38307432	38307555	TSAR.0926
chr3	38347694	38348002	TSAR.4704
chr3	38350548	38350620	TSAR.2844
chr3	38532116	38532652	TSAR.4495
chr3	38888324	38888827	TSAR.0684
chr3	38949431	38949637	TSAR.2405
chr3	39135362	39135577	TSAR.4760
chr3	44284317	44285299	TSAR.3995
chr3	47451747	47452020	TSAR.1166
chr3	47619115	47619458	TSAR.0734
chr3	47702777	47702956	TSAR.0104
chr3	48679281	48679446	TSAR.4361
chr3	48682142	48682264	TSAR.3262
chr3	48687906	48688022	TSAR.4238
chr3	48688768	48688915	TSAR.2285
chr3	48689304	48689483	TSAR.0945
chr3	48696093	48697412	TSAR.0111
chr3	48730380	48730633	TSAR.1570
chr3	49050017	49050555	TSAR.4761
chr3	49157889	49158270	TSAR.3781
chr3	49161153	49161536	TSAR.0823
chr3	49199967	49200577	TSAR.1930
chr3	49689252	49691353	TSAR.0446
chr3	49697871	49699609	TSAR.3195
chr3	49910338	49910571	TSAR.1724
chr3	50112619	50112817	TSAR.2046
chr3	50334292	50335137	TSAR.1995
chr3	50390633	50391213	TSAR.3250
chr3	50487794	50488152	TSAR.3841
chr3	50553000	50553202	TSAR.4735
chr3	50562514	50562873	TSAR.2848
chr3	51297584	51297759	TSAR.3661
chr3	51675758	51675951	TSAR.2114
chr3	51989668	51990597	TSAR.2322
chr3	52014398	52014656	TSAR.1304
chr3	52087741	52088402	TSAR.2043
chr3	52521567	52522558	TSAR.3537
chr3	52580150	52580395	TSAR.2801
chr3	52588589	52589387	TSAR.3746
chr3	52591877	52593070	TSAR.4494
chr3	52938383	52939329	TSAR.2407
chr3	53393535	53393631	TSAR.4108
chr3	53706881	53707498	TSAR.2022
chr3	53757806	53758031	TSAR.4280
chr3	53857329	53857837	TSAR.0410
chr3	54913038	54913791	TSAR.0784
chr3	54925308	54925521	TSAR.1689
chr3	54962093	54962430	TSAR.4309
chr3	55100705	55101133	TSAR.2153
chr3	55203704	55204285	TSAR.4298
chr3	55564645	55565631	TSAR.3166
chr3	55642255	55642951	TSAR.0424
chr3	55651259	55651838	TSAR.4035
chr3	55717427	55718334	TSAR.3999
chr3	55937668	55938172	TSAR.1132
chr3	55976625	55976977	TSAR.2498
chr3	56163908	56164659	TSAR.2851
chr3	56330041	56330502	TSAR.0966
chr3	56501955	56502347	TSAR.0710
chr3	57130283	57130557	TSAR.1942
chr3	57912907	57914104	TSAR.2969
chr3	57914146	57914935	TSAR.1816
chr3	59739858	59740452	TSAR.2522
chr3	60108488	60109218	TSAR.4077
chr3	60315875	60316211	TSAR.1715
chr3	61140130	61140862	TSAR.4490
chr3	62018153	62018722	TSAR.1534
chr3	62197481	62197619	TSAR.1813
chr3	62234417	62234785	TSAR.2255
chr3	62239246	62239990	TSAR.4003
chr3	62356866	62357145	TSAR.3798
chr3	62467132	62467794	TSAR.3158
chr3	62508439	62508855	TSAR.1915
chr3	63938026	63938170	TSAR.4725
chr3	63981178	63981644	TSAR.1646
chr3	63986734	63986979	TSAR.2942
chr3	64188799	64188993	TSAR.3531
chr3	64930763	64931216	TSAR.4564
chr3	65582666	65583162	TSAR.1194
chr3	65583199	65583442	TSAR.4535
chr3	65583472	65583880	TSAR.1502
chr3	68026087	68026925	TSAR.4614
chr3	68451432	68451895	TSAR.4334
chr3	69795170	69795662	TSAR.2919
chr3	70076234	70076822	TSAR.3045
chr3	70091761	70092828	TSAR.2076
chr3	70113488	70113871	TSAR.2367
chr3	70220316	70220702	TSAR.3675
chr3	70797731	70798343	TSAR.3277
chr3	71102782	71102961	TSAR.4458
chr3	71318678	71319087	TSAR.2520
chr3	71354952	71355445	TSAR.3315
chr3	71437733	71438106	TSAR.3377
chr3	72201963	72202192	TSAR.3889
chr3	72831621	72832046	TSAR.4469
chr3	72897342	72897491	TSAR.1006
chr3	73116737	73117218	TSAR.0709
chr3	73365385	73365507	TSAR.2489
chr3	73784862	73785245	TSAR.2279
chr3	77829567	77830157	TSAR.2737
chr3	78961422	78961780	TSAR.1600
chr3	82128275	82128765	TSAR.0340
chr3	85968585	85968635	TSAR.4726
chr3	86120502	86120924	TSAR.3359
chr3	86121577	86123592	TSAR.1254
chr3	86972672	86973121	TSAR.4619
chr3	88205756	88206112	TSAR.3198
chr3	93845027	93845310	TSAR.0701
chr3	97422241	97422402	TSAR.2171
chr3	97596132	97596496	TSAR.1802
chr3	98188397	98189344	TSAR.2192
chr3	99649604	99649716	TSAR.4789
chr3	99877883	99878588	TSAR.3564
chr3	100466976	100467820	TSAR.0342
chr3	100948221	100948444	TSAR.2482
